Id,Predicted
0,34.304481317860905
1,33.231156671511144
2,20.005922898214322
3,37.54704501900853
4,37.18186091762221
5,22.949256604751632
6,30.765350840822222
7,29.10719284325192
8,33.10124770707259
9,26.804669605223093
10,33.83241994490053
11,12.493537788014091
12,30.901383915959293
13,21.125377308116448
14,39.53998623848762
15,31.195468061621398
16,36.92126723286915
17,30.62495113021972
18,25.5003841698976
19,24.053413731964966
20,38.81542836642364
21,32.215006523913374
22,56.90098168850209
23,30.525674992910844
24,25.964775608992746
25,38.831442824771116
26,24.528499133362097
27,22.190219540845224
28,33.66198127699002
29,32.986155925040286
30,25.00036639668466
31,32.3849089637362
32,28.255294238861257
33,7.0911010417730225
34,47.983413164089036
35,22.963160337559017
36,21.648489155927926
37,39.78024113767201
38,19.390766113188583
39,21.262297905913744
40,22.836433613721177
41,26.22576048087975
42,39.91411064687171
43,29.848802244512797
44,44.90370473340355
45,34.447618937946
46,32.57691646238479
47,30.901684981760354
48,15.649525953961437
49,32.364193476987374
50,36.19872935008586
51,22.634369979401164
52,32.68230968426427
53,23.859786387925077
54,21.937239898350974
55,36.014434850460695
56,29.09208177815497
57,35.13433265763417
58,22.39092130856139
59,33.77297195190299
60,27.01629165430495
61,19.22984622169434
62,32.18116341240135
63,15.890873506228033
64,32.88929992631429
65,28.059347183762142
66,12.882543233312969
67,17.574147239762116
68,19.900575452049303
69,33.911138516022014
70,22.99998806645055
71,19.76992805984495
72,29.151409801109516
73,23.79002517970074
74,37.072845264774244
75,45.12092300884983
76,33.15731393664833
77,29.539538559624496
78,19.926238125640083
79,26.706505829896763
80,25.098144436747354
81,28.389078227389092
82,33.199512592903936
83,38.66847986315867
84,23.28194018129617
85,43.98384125466608
86,25.675721285576053
87,25.485265434885775
88,26.206816633301372
89,27.21603567135032
90,28.194147540411528
91,15.724058089080764
92,14.818071166217916
93,37.45641349603576
94,27.391717451102288
95,20.090474988945214
96,21.394760747320852
97,28.280454400780926
98,42.92731517704354
99,50.97874273955574
100,29.91048968603306
101,37.38706086698526
102,25.412228478240383
103,37.296565321375574
104,24.601311368071634
