Id,Predicted
0,30.0375994948515
1,34.065924474529766
2,17.01919501923289
3,39.637436798297244
4,36.70423096306899
5,18.829232683145378
6,30.16145473207294
7,26.775288623045157
8,34.61507348090821
9,25.347395591571747
10,34.00985910743281
11,14.086933513278563
12,33.20287516334484
13,23.190948742123698
14,40.91039800925994
15,32.10165766450932
16,37.34261225297486
17,31.57579740913313
18,23.895906714305795
19,22.995185737728605
20,38.290429456601544
21,31.286069243661036
22,59.56383768788836
23,31.4144622074723
24,27.474513675831123
25,40.288380104408404
26,29.253876313685215
27,24.310712335618458
28,31.558771295447595
29,31.947956233223117
30,28.755422589265926
31,32.92182252799065
32,30.822053441876307
33,8.843984734956681
34,45.5011936227123
35,22.491480999562622
36,20.911855792502458
37,38.57600522401711
38,18.911541916863303
39,20.859810288142306
40,23.13603497640239
41,27.609354943609056
42,39.90529646766689
43,31.50988619069262
44,45.34222292070089
45,35.20002372958125
46,37.606122730506875
47,30.645461129839244
48,18.58446115031816
49,32.539140942969524
50,34.1336857335002
51,23.159607956932582
52,33.100666419918845
53,25.591565912942244
54,18.926668510448742
55,35.16342017043057
56,26.849632165120713
57,35.33364775731798
58,20.160251649565872
59,32.15639213280079
60,26.754457834245027
61,22.140503789532467
62,32.06634958499544
63,14.746120933036261
64,31.596892328939767
65,26.574927646812352
66,12.087560388946901
67,19.632842320867425
68,19.336442774685352
69,32.19132165598061
70,25.736943339622826
71,19.89762515704762
72,29.73188695337602
73,23.332977041693535
74,32.102559980812245
75,44.28023177971708
76,31.97677111113586
77,30.129297484454753
78,21.273038910764807
79,27.28514377644171
80,25.042440636244752
81,28.672056916214473
82,33.20098305176283
83,38.78994386539809
84,21.72827464057961
85,46.53625831000634
86,27.900634646827417
87,26.74431884387631
88,28.102672084156712
89,27.633925286189516
90,28.2757084717462
91,14.65803511032942
92,14.636485225945728
93,34.98059976950859
94,26.49929914596307
95,24.56436203527179
96,21.431519863457314
97,27.22603756854536
98,44.549339057208854
99,49.56304592130469
100,31.738790665177497
101,41.57640630659339
102,26.799353602861693
103,38.03382630516809
104,25.307063483180087
105,23.325836523275218
106,15.975786615008978
107,12.911393652913342
108,39.608761924720824
109,19.244471931486622
110,30.512435872390878
111,24.03640823183431
