Id,Predicted
0,30.13499445585125
1,33.5465557973576
2,18.074269156152546
3,39.19399054850899
4,37.09614391912598
5,20.68962151252891
6,30.81599015835865
7,27.852924292319205
8,34.286326430684625
9,26.40695075543359
10,34.06217627692222
11,13.536283221002948
12,32.107330402079796
13,24.382734097851273
14,40.634040354687144
15,31.88496455810075
16,37.021405579184616
17,31.52654424841918
18,25.06466687064222
19,22.533742533084435
20,37.30367460638057
21,31.173926202797887
22,58.499854535694354
23,31.05036009161178
24,27.975303448610006
25,40.545272686828625
26,30.415314315551075
27,24.15886214923876
28,32.020317403837055
29,32.939541382411406
30,29.20602849577888
31,33.23072918141396
32,30.745539815354583
33,6.979259915658954
34,46.78086493489155
35,23.356981516263566
36,21.41594837412816
37,38.17925157905332
38,19.451579705580674
39,20.97427167894228
40,23.198758938903413
41,27.31976565910769
42,40.33402894493629
43,30.45622574104654
44,44.872347042069904
45,34.71617011354895
46,37.07455664958592
47,31.38634846046289
48,17.799634452404103
49,31.668983996773495
50,34.08906760377042
51,23.3487733168622
52,32.613269286708956
53,25.450614577409457
54,19.635086222874033
55,34.83752043470214
56,27.242110956887508
57,34.8076148802833
58,21.046385256608797
59,32.33446602883202
60,27.089221240960654
61,22.190312263714524
62,31.710608256966836
63,14.633060463805734
64,30.636041109176148
65,26.821219127998088
66,12.424747891960301
67,19.461149658951918
68,18.885539922759534
69,32.719611289972576
70,24.396828796610706
71,19.508753399222048
72,29.586178923892767
73,23.330983415615133
74,34.16389005332705
75,44.28693172193569
76,31.381839310828248
77,29.67565004129122
78,20.513270707148784
79,27.220481890258515
80,25.44500992336993
81,28.56252076742488
82,32.96224770597108
83,38.81076467357703
84,21.822760939729882
85,45.02450809896186
86,27.42975758239437
87,26.57529732259011
88,28.567467429706717
89,27.577095507500655
90,28.50288820991593
91,14.382817484450996
92,13.596894943393728
93,34.39184315573667
94,27.228876624971203
95,23.931062952885984
96,20.750026514684507
97,27.16871182161528
98,44.1662032541077
99,49.74500723825803
100,31.688118645840177
101,41.81782439892821
102,25.70928308685106
103,38.48940798528042
104,25.557245061492253
105,23.041495642135267
106,16.548082615856977
107,14.101453022202417
108,39.69013616313538
109,18.615000655618424
110,30.550731352634813
111,23.519422705328022
112,22.42762130616326
113,22.49057262782428
114,22.19104673507709
115,40.006291278637455
116,24.04959691268853
117,27.549929508407807
118,34.14130024277356
119,17.199919129706213
120,33.063222567397474
121,32.20773005594693
122,22.634534736262857
123,41.302898210907735
124,30.005262792730377
125,21.3517556765997
126,30.792225460808517
127,28.381023204622025
128,29.536765586583346
129,29.767375960427344
130,19.058216811403412
131,46.43612097167674
132,23.847379612211203
133,39.403709923892166
134,36.347746579032936
135,23.10543967440345
136,19.25573789894012
137,35.5508111578416
138,27.30996281224525
139,25.051098760730415
140,24.386362956811116
141,27.489547094407968
142,26.079310665485114
143,21.569016204644132
144,37.30635670430085
145,36.32624909222563
146,31.633559315014708
147,30.842837958956736
148,24.460341256689183
149,30.696143209039214
150,30.559399434313434
151,29.429185221626085
152,44.84956548473443
153,17.257845920511745
154,40.123666889941234
155,32.62278058174307
156,17.620086407549785
157,25.998748301020743
158,32.79593450572994
159,38.12616438035826
160,46.90090591278765
161,30.928995348248662
162,20.661335044840502
163,34.57300821641625
164,49.697378735194874
165,29.885736071166107
166,41.25899067624792
167,37.77268698831925
168,36.454369410224515
169,28.837191526946214
170,30.642707337091252
171,28.224784955396146
172,28.63469290920392
173,29.534302665000297
174,18.936573952353438
175,30.176080647014953
176,29.173200389375147
177,29.01648906817666
178,30.794823547365215
179,23.57305092951244
180,44.715659621348586
181,23.523745717886136
182,21.573951193599555
183,33.391003388617996
184,25.498888534445324
185,23.97753391716846
186,12.749871478591974
187,18.232663873546528
188,22.29341490397691
189,34.48230502437011
190,38.3088325517401
191,36.39066665117297
192,36.941861233352085
193,21.892645327906287
194,17.50243067120414
195,18.562552381745373
196,20.898232199324347
197,21.40501391039915
198,23.767224708531934
199,14.678485736727072
200,18.812473316008436
201,15.262855799749822
202,34.98009958517187
203,18.153797073451187
204,25.928889536474447
205,26.86297688156593
206,27.303388066769646
207,23.98815049130708
208,34.42431289339799
209,46.002685653390074
210,30.994467513225104
211,22.182990088892705
212,20.363522662224806
213,22.72103853886
214,41.00086216588026
215,33.37706963992384
216,19.584261940213686
217,34.52132765502591
218,30.81733377153231
219,42.689021335967
220,24.244705481773494
221,22.266518710433935
222,13.536157166588543
223,37.44664048971038
224,19.120655794634146
225,32.601616183718875
226,28.946943403906236
227,32.064956560559324
228,41.31766288743235
229,20.981894274894508
230,47.46467538244235
231,32.37539248406116
232,18.966659344761222
233,33.32769081791221
234,35.96304249687618
235,29.563371760361722
236,21.768249564029993
237,49.67840518439101
238,29.42860349949199
239,35.287085486998734
240,26.8603016671595
241,28.63556508999713
242,18.289127248848246
243,22.17491471053183
244,40.12273718554712
245,32.0204364941335
246,26.770613383423367
247,30.721921986009974
248,12.169678826156247
249,34.42872672578107
250,39.23242562172092
251,24.530754388501588
252,21.054976931417958
253,26.794216965919055
254,26.84970673707692
255,52.06489467295302
256,28.36398884253114
257,21.560070577819793
258,37.92909110360374
259,27.614996128031564
260,16.479375698434513
261,25.058658759822467
262,32.124908194242884
263,21.26891790645989
264,30.96259485327335
265,11.207223595711746
266,19.037426742478765
267,21.93918288530279
268,18.590624375706984
269,12.97084620244075
270,19.440865237887547
271,29.169658512617893
272,27.59811609404207
273,18.174175440678457
274,41.795256227631086
275,36.44896086652098
276,29.810188059533754
277,30.5150317177313
278,41.263354217654324
279,26.124551811716866
280,22.560640103307176
281,25.96110787919842
282,27.347238357885338
283,34.60621664126462
284,31.530768228564863
285,18.883141423179367
286,30.005669283799236
287,42.88697392450078
288,30.69566374639434
289,34.54723887745749
290,25.773706678769262
291,31.31855709933188
292,30.708524691781815
293,21.720404987972515
294,11.14842264304276
295,34.998109587312484
296,25.233362132252818
297,18.243752369840255
298,31.73988391938464
299,41.65097351725986
300,24.32176483251995
301,22.84533451552364
302,26.99063458364856
303,34.87641955796354
304,33.23895210393416
305,21.687694426353538
306,34.93392100870291
307,30.214534482658028
308,19.770590916532115
309,25.796207852205026
310,30.227419067471452
311,47.41184095807934
312,22.83637988111498
313,42.806541032702114
314,26.72152828191278
315,38.034363159200375
316,35.66452257118106
317,32.43264436295033
318,30.379792908486653
319,17.2248751216215
320,27.461879383928423
321,31.721042482351482
322,17.85294518573584
323,17.22203222243485
324,33.090814421273635
325,32.43608263235514
326,28.444496519087462
327,16.19244735801812
328,32.041817578730864
329,24.869719649021746
330,29.39437815227399
